#ActLogModel=2.0.0
+-------------+ Condor Instruments Report +-------------+
SOFTWARE_VERSION : 2.2.2
LOG_FILE_VERSION : 1.0.3
LOG_CREATION_SV : 2.2.2
SUBJECT_NAME : IZTECH_S004_h
SUBJECT_GENDER : Female
SUBJECT_DATE_OF_BIRTH : 01/01/2000
DEVICE_PLACEMENT : 
SUBJECT_DESCRIPTION : -
DEVICE_ID : 4539
DEVICE_MODEL : AL0101
HARDWARE_VERSION : 1.0
FIRMWARE_VERSION : 1.8
MEMORY_SIZE : 7963136
LOG_SIZE : 524476
MEMORY_USAGE : 6.59 %
BATTERY_VOLTAGE : 3.6515
ERROR_FLAG : -
ERROR_CODE : 0
POWER_DOWN_FLAG : 0
TAT_THRESHOLD : -
ORIENTATION : 16
MODE : -
INTERVAL : -
DATA_CORRECTION : 0
DATA_CORRECTION : 0
FILE_DATE_TIME : 21/01/2025 13:14:24
CONNECTION_SYSTEM_DATE_TIME : 21/01/2025 13:12:55
CONNECTION_DEVICE_DATE_TIME : 01/01/2000 00:01:55
DEVICE_PLACEMENT : 
+-------------------------------------------------------+
DATE/TIME;EVENT;TEMPERATURE;ORIENTATION;PIM;PIMn;TAT;TATn;ZCM;ZCMn;LIGHT;IR LIGHT;CAP_SENS_1;CAP_SENS_2;F1;F2;F3;F4;F5;F6;F7;F8;MELANOPIC EDI;CLEAR;STATE
20/01/2025 12:08:55;0;20.88;16;7;0.7;0;0;0;0;167.29;0.01;210;150;0.0021;0.0092;0.0083;0.0166;0.0268;0.0362;0.0331;0.0172;104.82;0.06;4
20/01/2025 12:09:05;0;20.94;16;38;3.8;1;0.1;5;0.5;165.45;0.01;210;153;0.0020;0.0091;0.0081;0.0164;0.0265;0.0358;0.0328;0.0170;103.16;0.06;4
20/01/2025 12:09:15;0;21.06;16;21;2.1;0;0;3;0.3;166.71;0.01;209;152;0.0020;0.0091;0.0082;0.0165;0.0267;0.0361;0.0330;0.0171;103.80;0.06;4
20/01/2025 12:09:25;0;21.12;16;0;0;0;0;0;0;167.19;0.01;209;153;0.0021;0.0092;0.0082;0.0166;0.0267;0.0362;0.0331;0.0172;104.64;0.06;4
20/01/2025 12:09:35;0;21.19;16;0;0;0;0;0;0;167.21;0.01;210;152;0.0021;0.0092;0.0082;0.0166;0.0267;0.0362;0.0331;0.0172;104.61;0.06;4
20/01/2025 12:09:45;0;21.25;16;0;0;0;0;0;0;167.15;0.01;210;152;0.0020;0.0092;0.0082;0.0166;0.0267;0.0361;0.0331;0.0172;104.56;0.06;4
20/01/2025 12:09:55;0;21.25;16;0;0;0;0;0;0;167.09;0.01;210;152;0.0020;0.0092;0.0082;0.0166;0.0267;0.0361;0.0330;0.0172;104.56;0.06;4
20/01/2025 12:10:05;0;21.31;16;0;0;0;0;0;0;167.13;0.01;210;152;0.0020;0.0092;0.0082;0.0166;0.0267;0.0361;0.0330;0.0172;104.58;0.06;4
20/01/2025 12:10:15;0;21.31;16;0;0;0;0;0;0;166.59;0.01;210;152;0.0020;0.0091;0.0082;0.0165;0.0267;0.0360;0.0330;0.0171;104.08;0.06;4
20/01/2025 12:10:25;0;21.38;16;0;0;0;0;0;0;167.12;0.01;210;152;0.0021;0.0092;0.0082;0.0166;0.0267;0.0361;0.0330;0.0172;104.71;0.06;4
20/01/2025 12:10:35;0;21.38;16;0;0;0;0;0;0;166.74;0.01;209;152;0.0020;0.0092;0.0082;0.0165;0.0267;0.0361;0.0330;0.0172;104.32;0.06;4
20/01/2025 12:10:45;0;21.38;16;0;0;0;0;0;0;166.70;0.01;209;152;0.0020;0.0092;0.0082;0.0165;0.0267;0.0361;0.0330;0.0172;104.30;0.06;4
20/01/2025 12:10:55;0;21.38;16;0;0;0;0;0;0;166.75;0.01;209;152;0.0020;0.0092;0.0082;0.0166;0.0267;0.0360;0.0330;0.0172;104.54;0.06;4
20/01/2025 12:11:05;0;21.44;16;0;0;0;0;0;0;167.29;0.01;209;152;0.0020;0.0092;0.0083;0.0166;0.0267;0.0362;0.0331;0.0172;104.90;0.06;4
20/01/2025 12:11:15;0;21.44;16;0;0;0;0;0;0;167.13;0.01;209;152;0.0020;0.0092;0.0082;0.0166;0.0267;0.0361;0.0330;0.0172;104.57;0.06;4
20/01/2025 12:11:25;0;21.44;16;0;0;0;0;0;0;167.17;0.01;210;151;0.0020;0.0092;0.0082;0.0166;0.0267;0.0361;0.0331;0.0171;104.63;0.06;4
20/01/2025 12:11:35;0;21.50;16;0;0;0;0;0;0;167.30;0.01;210;152;0.0020;0.0092;0.0083;0.0166;0.0268;0.0362;0.0331;0.0171;104.69;0.06;4
20/01/2025 12:11:45;0;21.50;16;0;0;0;0;0;0;167.07;0.01;210;152;0.0020;0.0092;0.0082;0.0166;0.0267;0.0361;0.0330;0.0171;104.56;0.06;4
20/01/2025 12:11:55;0;21.56;16;0;0;0;0;0;0;167.03;0.01;210;152;0.0020;0.0092;0.0082;0.0166;0.0267;0.0361;0.0330;0.0172;104.48;0.06;4
20/01/2025 12:12:05;0;21.56;16;0;0;0;0;0;0;166.94;0.01;210;152;0.0020;0.0092;0.0082;0.0165;0.0267;0.0361;0.0330;0.0171;104.31;0.06;4
20/01/2025 12:12:15;0;21.56;16;0;0;0;0;0;0;166.87;0.01;210;152;0.0020;0.0092;0.0082;0.0166;0.0267;0.0361;0.0330;0.0171;104.59;0.06;4
20/01/2025 12:12:25;0;21.62;16;0;0;0;0;0;0;167.28;0.01;210;152;0.0020;0.0092;0.0083;0.0166;0.0267;0.0362;0.0331;0.0172;104.87;0.06;4
20/01/2025 12:12:35;0;21.62;16;0;0;0;0;0;0;167.20;0.01;210;152;0.0021;0.0092;0.0082;0.0166;0.0267;0.0362;0.0330;0.0172;104.64;0.06;4
20/01/2025 12:12:45;0;21.62;16;0;0;0;0;0;0;166.26;0.01;210;152;0.0020;0.0091;0.0082;0.0165;0.0266;0.0359;0.0330;0.0171;104.08;0.06;4
20/01/2025 12:12:55;0;21.62;16;0;0;0;0;0;0;167.21;0.01;210;152;0.0021;0.0092;0.0082;0.0166;0.0267;0.0362;0.0330;0.0172;104.65;0.06;4
